sample_id,source_sample_id,doc_id,block_idx,final_level,final_level_origin,raw_title,path_text,cleaned_title,skip_reason,clean_source,variant_idx,llm_status,llm_attempts,num_variants_per_source,is_t0,doc_granularity,calibration_confidence,calibrated_level
DF2583_00035_01,DF2583_00035,DF2583,35,H3,H3,10.提升客机腹舱货邮量。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,提升客机腹舱货邮量,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00037_01,DF2583_00037,DF2583,37,H3,H3,11.推进航空敏感货物运输业务，做大跨境电商和国际航空货运规模。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,推进航空敏感货物运输业务,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00037_02,DF2583_00037,DF2583,37,H3,H3,11.推进航空敏感货物运输业务，做大跨境电商和国际航空货运规模。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,做大跨境电商和国际航空货运规模,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00039_01,DF2583_00039,DF2583,39,H3,H3,12.构建多式联运的物流网络，拓展园区货源。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,构建多式联运的物流网络,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00039_02,DF2583_00039,DF2583,39,H3,H3,12.构建多式联运的物流网络，拓展园区货源。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源,拓展园区货源,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00041_01,DF2583_00041,DF2583,41,H2,H2,（四）提升航空口岸便利化水平,二、重点工作任务,提升航空口岸便利化水平,,llm,1,ok,1,1,False,meso,0.92,T3
DF2583_00042_01,DF2583_00042,DF2583,42,H3,H3,"13.建立“三关合一""创新监管模式。",二、重点工作任务 > （四）提升航空口岸便利化水平,建立三关合一创新监管模式,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00044_01,DF2583_00044,DF2583,44,H3,H3,14.提升空港口岸通关效率。,二、重点工作任务 > （四）提升航空口岸便利化水平,提升空港口岸通关效率,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00046_01,DF2583_00046,DF2583,46,H3,H3,15.提升空港口岸通关作业电子化水平。,二、重点工作任务 > （四）提升航空口岸便利化水平,提升空港口岸通关作业电子化水平,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00048_01,DF2583_00048,DF2583,48,H2,H2,（五）发展临空经济等业态,二、重点工作任务,发展临空经济,,llm,1,ok,1,1,False,meso,0.92,T3
DF2583_00049_01,DF2583_00049,DF2583,49,H3,H3,16.建立健全中转物流链。,二、重点工作任务 > （五）发展临空经济等业态,建立健全中转物流链,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00051_01,DF2583_00051,DF2583,51,H3,H3,17.加快临空产业园和临空仓储物流快递集群建设。,二、重点工作任务 > （五）发展临空经济等业态,加快临空产业园建设,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00051_02,DF2583_00051,DF2583,51,H3,H3,17.加快临空产业园和临空仓储物流快递集群建设。,二、重点工作任务 > （五）发展临空经济等业态,加快临空仓储物流快递集群建设,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00053_01,DF2583_00053,DF2583,53,H3,H3,18.支持飞机维修产业加快发展。,二、重点工作任务 > （五）发展临空经济等业态,支持飞机维修产业加快发展,,llm,1,ok,1,1,False,meso,0.92,T4
DF2583_00055_01,DF2583_00055,DF2583,55,H2,H2,（六）完善配套政策支持,二、重点工作任务,完善配套政策支持,,llm,1,ok,1,1,False,meso,0.92,T3
DF2583_00056_01,DF2583_00056,DF2583,56,H3,H3,"19.强化促进“两个网络""“两个枢纽""发展政策支持。",二、重点工作任务 > （六）完善配套政策支持,强化促进两个网络发展政策支持,,llm,1,ok,1,2,False,meso,0.92,T4
DF2583_00056_02,DF2583_00056,DF2583,56,H3,H3,"19.强化促进“两个网络""“两个枢纽""发展政策支持。",二、重点工作任务 > （六）完善配套政策支持,强化促进两个枢纽发展政策支持,,llm,2,ok,1,2,False,meso,0.92,T4
DF2583_00058_01,DF2583_00058,DF2583,58,H3,H3,20.强化电子商务发展政策支持。,二、重点工作任务 > （六）完善配套政策支持,强化电子商务发展政策支持,,llm,1,ok,1,1,False,meso,0.92,T4
