doc_id,block_idx,block_text,final_type_label,final_level,是否聚类
DF1185,77,"　　培育多式联运市场主体，加强各种运输方式标准对接，完善多式联运协作运行机制。做强空陆联运业务，创新完善卡车航班涉及的海关转关、安全监管等相关配套业务，支持物流企业开辟天津至周边省市的卡车航班业务。探索发展空铁物流业务，加快推进京滨城际线路建设，打造面向华北、辐射全国的“空铁互转”电商专线。推进空海联运服务，实施“港区联动”，推动口岸关、属地关有效互动衔接，推动空海两港跨境电商和冷链业务融合发展。加快多式联运设施和信息平台建设，推动铁路、公路、海运、航空以及海关、市场监管等信息交互共享。发挥通航产业融合功能，加快制定无人机物流配送审定程序、运输标准，推进无人机物流配送试点工作，支持物流企业利用通用航空器、无人机等提供航空物流解决方案。
",normal,NA,否
DF1185,78,"六、大力开拓航空物流新兴业态
",heading,H1,是
DF1185,79,"　　服务天津市“一基地三区”功能定位，把握新一轮科技革命和产业变革历史机遇，加强航空与物流新业态、新模式的融合。着重完善冷链运输，做强跨境电商，发展国际中转集拼业务，建设货运包机运营基地，优化供应链管理，推动天津航空物流业提质增效和转型升级，培育国际竞争新优势。
",normal,NA,否
DF1185,80,"　　（一）逐步完善冷链物流产业
",heading,H2,是
DF1185,81,推进冷链物流基础设施建设。,heading,H3,是
DF1185,82,"　　支持改造和新建一批适应现代流通和消费要求的冷链物流仓储设施设备，鼓励依托重要物流节点建设重大冷链物流基础设施项目，加快推进冷库、冷链物流园、低温加工处理中心、中央厨房、冷链配送中心及复合型冷链物流中心等基础设施建设，推进基础设施互联互通、有效衔接。针对水果、冰鲜、水产品、肉类、医药等不同品类货物，借鉴国际先进航空冷链物流企业发展经验，推进航空冷链物流设施设备升级，引进主动温控集装箱，建立开放式的航空冷链物流信息平台，加强物联网、云计算、大数据、移动互联网等先进信息技术在冷链运输物流领域的应用，加快冷链物流关键技术装备的研发应用，打造空地一体化的航空冷链物流服务网络，高标准建成一批规模化、数字化、智能化的冷链物流设施。
",normal,NA,否
DF1185,83,完善冷链物流标准化体系。,heading,H3,是
DF1185,84,"　　根据天津口岸进口冷链食品预防性全面消毒和相关从业人员健康管理工作指引，进一步完善空港进口冷链疫情防控流程。制定冷链配送操作规范、冷链温度控制等冷链管理、冷链设施、冷链技术地方标准。进一步加强冷链运输车辆在安全、环保等方面的技术管理。加强专业操作技能培训，提高工作人员操作技能，提升全货机站坪装卸、主动温控集装箱搬运和被动包装处理能力。从全链条各环节提升特殊货物处理能力，遵循国际航空运输协会（IATA）易腐货物条例、温控规定等质量管理体系标准；依托大通关基地，积极向IATA申请鲜活货物运输（CEIV Fresh）、医药品冷链运输（CEIV Pharma）认证。
",normal,NA,否
DF1185,85,完善冷链物流监管、溯源与信用体系,heading,H3,是
DF1185,86,"　　加强对冷链各环节温控记录和产品品质的监督和抽查，督促食品生产经营者落实主体责任，严格执行国家冷链物流强制性标准和服务规范。积极构建冷链物流产品溯源体系，加快建设行业信用体系，支持第三方信用评价机构拓展冷链物流征信业务。建立工作协调机制，加强对冷链物流行业的指导、管理和服务，做好冷链物流基础设施的布局规划，强化部门间协同联动，为冷链物流行业发展创造良好环境。
",normal,NA,否
DF1185,87,"　　（二）积极推进跨境电商发展
",heading,H2,是
DF1185,88,推进跨境电商产业园区建设。,heading,H3,是
DF1185,89,"　　发挥跨境电商试点城市和跨境电商综合试验区双重优势，借助现阶段电商企业向物流配送端发展、大型零售商向电商端发展和特色商品网络化趋势，吸引国内外跨境电商龙头企业、大型零售商、特色商品销售商，围绕空港经济区发展其线下区域性配送中心、大型零售商网络销售配送中心、特色商品网络销售配送中心；围绕东丽临空经济区打造北方跨境数字贸易生态核心区，引入商品数字化服务、跨境电商营销服务、跨境物流服务、跨境人民币结算服务等项目，提高贸易型企业本地结算便利度，从平台、物流、支付到人才，打造跨境电商完整产业链条。充分发挥自贸试验区、综合保税区等开放载体功能，建设具备跨境电商全产业链服务能力的产业园区。鼓励有实力的企业前往主销市场和新兴市场布局公共海外仓，发展以海外仓为支撑的多种备货模式。
",normal,NA,否
DF1185,90,加快建设跨境电商产业集群。,heading,H3,是
DF1185,91,"　　发挥跨境电商新业态对稳外贸的积极作用，有力促进航空物流业务发展。聚焦升级型消费领域，建设中高端特色跨境电商产业集群，突出发展医药、保健品、生鲜食品等产业，扩大中高端消费品在全市展示体验终端布局，形成具有特色的中高端跨境电商产业体系，促进境外消费回流，服务天津消费升级。
",normal,NA,否
DF1185,92,推动跨境电商企业数字化转型。,heading,H3,是
DF1185,93,"　　推动传统外贸企业数字化转型，鼓励企业应用跨境电商平台或自建平台承接出口订单。支持跨境电商、市场采购贸易方式等新业态融合发展。推进跨境电子商务通关、检验检疫、结汇等关键环节单一窗口综合服务体系建设；创新跨境电子商务管理，促进信息网络畅通、跨境物流便捷、支付及结汇无障碍、税收规范便利、市场及贸易规则互认互通。
",normal,NA,否
DF1185,94,"　　（三）发展航空中转集拼业务
",heading,H2,是
DF1185,95,加快中转硬件设施配套。,heading,H3,是
DF1185,96,"　　完善综合保税区、自贸试验区内拆拼箱环境，提升货运地面服务专业能力和效率，完善中转货物操作设施。优化货运航线资源，提升天津与国际货运枢纽机场的连通度，扩大天津对内服务和对外辐射的范围。协调航空企业推出空空中转产品，提供机坪内驳运服务，打造空空中转服务品牌。以空空联运为纽带，同海南自由贸易港开展中转集拼业务的深度合作。
",normal,NA,否
DF1185,97,优化企业运营软环境。,heading,H3,是
DF1185,98,"　　鼓励航空公司开发货运中转产品，集聚中转航班，吸引中转货源。积极争取货物通关便利政策，促进监管模式创新，大力发展天津滨海国际机场货物中转集拼业务。建立机场航空邮件快件绿色通道，提供快速通关、安检、配载、装卸和交接服务，提升口岸通关效率。
",normal,NA,否
DF1185,99,成立货运机场联盟。,heading,H3,是
DF1185,100,"　　按照“优势互补、合作共赢”的原则，加强信息交流，促进业务合作，以天津滨海国际机场为主体，主动与上海、郑州等已开展航空国际中转集拼业务的机场合作，组建货运机场联盟。结合航线网络布局情况，积极新开或加密成员单位间航线航班，拓展空空中转服务。
",normal,NA,否
DF1185,101,"　　（四）建设货运包机运营基地
",heading,H2,是
DF1185,102,持续发力全货运包机业务。,heading,H3,是
DF1185,103,"　　针对货运包机临时性强、航空器种类多等特点，鼓励机场积极协调海关、空管等单位，开辟绿色通道、最高优先等级放行。进一步优化通关手续，叠加国际邮件互换局功能，多渠道畅通物流，“零延时”保障空中走廊。充分结合天津航空口岸进出境货物特征、进出境货运量、邮快件业务发展需求，制定全货运包机发展推动工作方案，逐步推动天津成为京津冀地区货运包机运营基地。同时结合疫情防控需求，开通进出口防疫物资绿色通道，实现即到即放。
",normal,NA,否
DF1185,104,健全应急物流包机服务体系。,heading,H3,是
DF1185,105,"　　完善突发事件应急物流保障预案，建立应急物流保障重点企业名单，改造建设一批平时服务、急时应急的物流基地，做好运输、仓储、配送等物流能力储备。加快推进国家华北区域应急救援中心和应急物流枢纽建设，完善天津滨海国际机场应急物流包机运营机制，提高区域应急保障能力。
",normal,NA,否
DF1185,106,"　　（五）进一步优化供应链管理
",heading,H2,是
DF1185,107,建立供应链服务平台。,heading,H3,是
DF1185,108,"　　支持大型流通企业围绕采购、物流、分销、金融等供应链环节，建立专业化供应链服务平台，促进相关产业链要素和资源集聚，打造跨界融合、平台共享、共融共生的供应链商业生态圈。
",normal,NA,否
DF1185,109,加强同制造业融合发展。,heading,H3,是
DF1185,110,"　　落实天津全国先进制造研发基地功能定位，围绕电子信息、智能制造、生物医药等制造业主导产业，支持供应链核心企业建设制造业供应链协同平台，形成覆盖相关制造业采购、生产、销售、售后等环节的供应链服务能力。
",normal,NA,否
DF1185,111,推动供应链金融快速发展。,heading,H3,是
DF1185,112,"　　鼓励金融机构加强对物流企业融资支持，规范发展供应链金融，依托核心企业加强对上下游小微企业的金融服务。建立多方合作的物流金融平台。通过金融机构和物流企业合作，加速物流金融业务的发展，提高服务水平，鼓励物流企业增强实力、提高信用。
",normal,NA,否
DF1185,113,"七、优化拓展天津航空口岸服务功能
",heading,H1,是
DF1185,114,"　　以深化“放管服”改革为导向，持续优化口岸营商环境，破解制约天津航空物流发展的瓶颈问题，着力提升口岸服务水平，加快大通关基地建设运营，全力打造具有国际竞争力的监管机制。
",normal,NA,否
DF1185,115,"　　（一）提高口岸通关便利化水平
",heading,H2,是
DF1185,116,"　　落实7×24小时预约通关制度，实行所有作业部门全天候共同保障响应货物通关需求；提高全流程电子运单使用率，开放公共数据操作平台接口，实现全流程无纸化通关，由单一流程向“申报、转单、获取检测报告、在线查询跟踪”的全流程无纸化通关转变。
",normal,NA,否
DF1185,117,"　　适时启动管制代理人制度试点，将航空货运的部分安全责任前移至具备资质条件、社会信誉和安全信誉好、能够承担一定安全责任和义务的航空货运代理人，货代安检前置，实现航空货物快速交付。
",normal,NA,否
DF1185,118,"　　优化布控规则，保持高资信企业较低水平的查验率，引入人工智能新技术，基于通关大数据积累，在图像识别、单证识别、企业风险识别等环节上提高通关效率，实现“秒放”。
",normal,NA,否
DF1185,119,"　　利用监管设备提高查验效率，推行小型X光机非侵入式检查及电子智能审图，应用移动查验单兵系统实施检查作业。
",normal,NA,否
DF1185,120,"　　（二）加快大通关基地建设运营
",heading,H2,是
DF1185,121,突破传统监管模式。,heading,H3,是
DF1185,122,"　　通过管住空侧，放开陆侧，实现大通关基地海关监管模式的创新。突破现行监管模式下货物只能通过陆侧监管车调拨转运的限制，通过修建机坪通道，在具备条件的基础上，实现机场空侧与大通关基地海关监管库无缝衔接，空侧货物直达大通关基地，简化进出口作业流程，实现放行货物快速通关，降低物流操作成本。
",normal,NA,否
DF1185,123,实行“一站式”通关作业模式。,heading,H3,是
DF1185,124,"　　大通关基地为海关设立集中监管查验场地，将现状分散多点的监管场所集中到大通关基地，由分散向集约化转变，减少货物的搬倒转运、监管部门的重复监管查验，实现对进出口货物通关的“一站式”作业，提升监管部门查验和放行效率，降低企业运输操作成本。
",normal,NA,否
DF1185,125,搭建通关申报“单一窗口”平台。,heading,H3,是
DF1185,126,"　　建设大通关信息服务平台，搭建供政府、监管部门、各类企业共享的口岸通关作业平台，形成各主体之间的信息互换、监管互认、执法互助的“单一窗口”，将传统的“串联式”口岸通关流程改变为一次性、同步化的“并联式”流程，简化通关手续、提升通关效率、降低操作成本。
",normal,NA,否
DF1185,127,强化大通关基地与自贸试验区天津机场片区联动发展。,heading,H3,是
DF1185,128,"　　探索大通关基地口岸通关区域与天津滨海国际机场东侧海关特殊监管区域功能联动、创新发展。充分利用自贸试验区政策创新优势，将天津滨海国际机场东侧海关特殊监管区域的保税功能，与机场西侧大通关基地的航空口岸功能相结合，构筑口岸物流与保税物流联动的创新发展模式。通过创新设计管理流程、监管流程、营运流程，实现自贸试验区天津机场片区贸易多样化和物流效率最大化。
",normal,NA,否
DF1185,129,"　　（三）推动口岸和综合保税区功能融合
",heading,H2,是
DF1185,130,"　　将机场的口岸功能延伸至综合保税区，推动与综合保税区的港区联动和优势互补，实现区港一体。推动航空口岸业态创新，积极申请赋予大通关基地保税和监管等服务功能，支持企业在航空物流区开展保税仓储、保税加工业务。
",normal,NA,否
DF1185,131,"　　（四）发挥自贸试验区优势赋能临空产业发展
",heading,H2,是
DF1185,132,"　　依托天津医疗资源，发挥自贸试验区临床急需进口药品绿色通道政策优势，积极引进国内外知名药品生产和流通企业，探索建设药品进口和分拨中心。加强自贸试验区政策创新，积极推动航空保税维修、客改货和再制造产业升级发展，探索开展航材交易、租赁业务。支持有需求的航空公司申请第五航权，开辟更多国际航线。
",normal,NA,否
DF1322,12,"　　二、重点任务
",heading,H1,是
DF1322,13,"　　（一）优化拓展货运航线网络
",heading,H2,是
DF1322,14,"　　抢抓航空货运布局和发展的重要机遇期，立足省市制造业、商贸业、快递物流业等航空货运需求，补齐货运航线网络短板，力争每年开通国际国内全货机航线3-5条。其中，国际和地区全货机航线力争1-2条，重点开通北美、欧洲、日韩、东南亚、港澳台地区等航线，不断完善全球重要航点网络布局；国内全货机航线力争2-3条，重点开通至北京、上海、广州、成都、深圳、重庆、西安等城市及郑州、天津、鄂州等国际航空货运枢纽城市航线，拓展国内航空货运网络，有效衔接国际航线。积极推进客货协同发展，充分发挥客运腹仓运力资源优势，进一步完善航空货运网络布局。（牵头单位：市商务局、市发改委，省民航机场集团；配合单位：市财政局、市投促局、市邮政管理局、新桥机场海关（筹），经开区管委会）
",normal,NA,否
DF1322,15,"　　（二）培育引入关键市场主体
",heading,H2,是
DF1322,16,"　　全面加大“双招双引""力度，重点加大对货运航司、大型物流集成商、货运代理、快递公司等航空货运相关龙头企业招引力度。研究筹建本土（基地）航空公司及航空货运投资平台运营公司，加快打造主基地货运航空公司。进一步深化与顺丰等企业在航线网络布局、航空货运枢纽建设等领域的合作。积极引入国内外知名电商平台、电商企业以及大型物流集成商、货运代理、快递公司等在合肥扩大航空运输业务，设立物流分拨中心、贸易结算中心、新兴经济平台。到2025年，引入2家以上基地货运航司、10家以上国内外知名大型物流集成商、货运代理、快递公司。（牵头单位：市发改委、市投促局、市邮政管理局，省民航机场集团；配合单位：市商务局、市国资委，各县（市）区人民政府、开发区管委会，市产投集团）
",normal,NA,否
DF1322,17,"　　（三）提升口岸服务效能
",heading,H2,是
DF1322,18,"　　推动空港进境肉类指定监管场地建设和海关监管快件中心场所整改、通过验收并投入运营，争取开通进口药品、种苗、医疗器械等指定口岸。完善机场口岸的联检基础设施，提升信息化等保障能力，实现8小时以外和节假日7×24小时预约通关，普及中性电子运单，完成航空物流公共信息服务平台建设。推进通关一体化，积极开展跨关区合作，提升通关便利化水平。预留或保障航空口岸大通关基地发展空间。结合航空快件、冷链货物、鲜活水产品、危险品、超规货物等货物的运输特点，建设常态化、规范化的绿色通道，提升专业化服务水平。（牵头单位：市商务局、新桥机场海关（筹）；配合单位：庐州海关，合肥出入境边防检查站，经开区管委会）
",normal,NA,否
DF1322,19,"　　（四）完善机场货运基础设施
",heading,H2,是
DF1322,20,"　　按照效率优先原则，用好用足现有资源，以满足年100万吨货邮吞吐量的高效运行为规划目标，优化货运设施功能和布局。推动现有货运区内1-9类航空危险品暂存区（库）、冷库等基础设施建设及信息化自动化改造。加快推进专用货机坪、货运专用跑道改扩建工程，推动东货运区及相关配套设施规划和建设工作，适时启动机场三期货运区建设论证工作，为长远发展提前做好基础性规划研究。对接新一轮国土空间规划，保障机场二期与三期工程空侧货运设施用地空间。（牵头单位：省民航机场集团；配合单位：市发改委、市自然资源和规划局，经开区管委会）
",normal,NA,否
DF1322,21,"　　（五）完善多式联运体系
",heading,H2,是
DF1322,22,"　　加速构建“两横三纵""区域高速公路通道，加快三横五纵快速路网建设谋划工作。争取合康高铁、合武高铁连接合肥新桥机场，推进合肥市货运铁路外绕线岗集货运站引入空港货运铁路专用线，串联机场货运、产业物流和新桥运河港口，形成空、铁、公多式联运的空港货运系统格局。以“卡车航班""为重点，建设合肥机场辐射中短程市场的地面物流集疏体系。探索“航空+高铁""联运货运发展模式，拓展辐射全国的快件物流网络。（牵头单位：市交通运输局；配合单位：市发改委、市自然资源和规划局、市商务局、市邮政管理局，庐州海关、新桥机场海关（筹），省民航机场集团）
",normal,NA,否
DF1322,23,"　　（六）大力发展航空经济
",heading,H2,是
DF1322,24,"　　发挥新桥机场航空货运的产业平台功能，打造跨境电商物流分拨中心、国际交易中心、供应链管理中心，大力培育货代、报关等配套服务产业，创新业务模式，推进线上线下高度融合，加大对冷链、快件、跨境电商等新业态的支持力度。支持长丰县、蜀山区、经开区等临港地区打造航空物流产业园，积极争创国家级临空经济示范区，构建以航空物流为基础、航空关联产业为支撑的航空经济产业体系，带动高端制造业、现代服务业集聚发展，完善航空经济生态圈，增强机场货运持续快速增长的内生动力。（牵头单位：各县（市）区人民政府、开发区管委会；配合单位：省民航机场集团，市发改委、市经信局、市商务局、市邮政管理局、市投促局）
",normal,NA,否
DF1759,53,"三、重点任务
",heading,H1,是
DF1759,54,"（一）构建优质航线网络。
",heading,H2,是
DF1759,55,"全力打造内外联动、覆盖广泛、衔接便利的航空货运网络, 持续提升货运服务品质及市场主体竞争力，构建高品质航空货 运服务体系，把南宁机场建设成为面向东盟的门户枢纽机场和 国际航空货运枢纽。
",normal,NA,否
DF1759,56,"1.完善国际货运航线。
",heading,H3,是
DF1759,57,立足中国一东盟航空货运市场，开通和加密贸易密切城市 及货源丰富地区航线。,heading,H4,是
DF1759,58,"引导华东地区和广深地区的国际出口货 源如电子半成品、加工原料、跨境电商出口货物经南宁机场口 岸出口；支持来自东南亚地区的海鲜、水果等生鲜产品经南宁 机场口岸进口。
",normal,NA,否
DF1759,59,引导国际货运航线布局与制造业需求对接，提升南宁国际 航空货运枢纽全球响应能力。,heading,H4,是
DF1759,60,"持续稳固越南胡志明、泰国曼谷、 新加坡和孟加拉国达卡四条航线的货源。重点培育出港货物为 制造业产品的货运航线，将航线布局与产业对接，加密曼谷和 达卡，新开金边、仰光和印度的全货机航线。探索开通至华东 地区、湖北鄂州的全货机航线。
",normal,NA,否
DF1759,61,"2.积极打造中转航线。
",heading,H3,是
DF1759,62,发挥南宁区位优势，构建双扇形航线网络布局。,heading,H4,是
DF1759,63,"打造南宁 机场""双扇面""国际货运航线网络，促进全货机与客机腹舱航 线互补衔接发展，实现南宁至东盟""四小时航空物流圈""快速打造面向东盟、辐射全国的有竞争力的""货运通道""，实现国际进口和国内出港流程无缝对接。
",normal,NA,否
DF1759,64,加强与国际机场合作，开展多形式、多渠道的中转业务。,heading,H4,是
DF1759,65," 加强与新加坡、吉隆坡等国际航空货运枢纽机场合作，拓展国 际一国际、国际一国内间多形式、多渠道的空空中转业务。构 建""国内一南宁一东盟""等串飞航线，加强与长三角、京津冀 地区等主要城市协同联动；大力推广定班包车模式，加密卡车 航班网点，打造覆盖500一600公里的空公联运网络，高效联通 广深地区，延伸组织货源。
",normal,NA,否
DF1759,74,"3.引进航司提升运力。
",heading,H3,是
DF1759,75,加快引进国内国际货运航司和快递企业航司，积极引进新 兴货运航司。,heading,H4,是
DF1759,76,"加快引进新兴货运航司以及以顺丰、邮政、圆通 为主的快递企业航司，研究引进新加坡航空、印度尼西亚 My Indo Airlines以及马来西亚航空、卡迪航空等东盟主要的货 运航司。开通第五、第七航权航线，拓展国际航线网络。
",normal,NA,否
DF1759,77,加强与货运航空公司的紧密合作，以运力发展带动航线布 局。,heading,H4,是
DF1759,78,"吸引货运航空公司投放驻场运力，鼓励货运航空公司设立 货运基地。重点加强与有采购全货机运力计划及全货机运力调 配灵活的航空公司合作，力争""十四五""期间在南宁投放两架 全货机驻场运力，运力累计达7架以上。同时积极参与本土航 空公司建设工作，进一步提升机场全货机运力。
",normal,NA,否
DF1759,79,"航司引入发展任务
",normal,H4,是
DF1759,80,"遂选国内航司。南宁机场是四川航空的客运基地，可以借助川航货运发展机 遇，吸引其投放货机运力，设立货运基地。同时加强与顺丰和邮政航司的合作， 全力支持快递类航司在南宁的发展。探讨圆通航空与南宁机场的深入合作。同时 关注新兴货运航司如天津货运航空、厦门货运航空、京东货运航空，吸引其运力 投放。
",normal,NA,否
DF1759,81,"引入其它外航。引入东南亚安全记录良好的航司，可吸引如马来西亚航空、 新加坡航空、卡迪航空等以东南亚航线为主的货运航司，探索入股外航的可能 性。中期可考虑引入如全日空、大韩航空等航线布局亚太的货运航司。
",normal,NA,否
DF1759,82,"适时培育本土货运航司。本地政府可探讨适时拓展本地航空公司的货运业 务，构建全货机机队，依托南宁机场建设货运基地，并给予相应的扶持补贴。
",normal,NA,否
DF1759,83,"（二）增强货运保障能力。
",heading,H2,是
DF1759,84,"按照需求主导、资源整合、功能分层、高效监管的原则， 合理布局南宁机场货运区，科学规划各货运区功能，设计不同 类型业务的货运流程。以新时期""四型机场""'为目标，不断 提升南宁机场航空货运保障能力和货运信息化水平。
",normal,NA,否
DF1759,85,"1.加强货运设施建设。
",heading,H3,是
DF1759,87,积极推进南宁机场各货运区规划建设。,heading,H4,是
DF1759,88,"改造、升级和新建 T2 基础功能区内的基础设施，实现改建和新建项目的无缝连接。 完善货运功能，优化货运流程，实现多方主体共同参与协同发 展。以建设航空物流生态圈的总体设计思路，完备业务保障资 质，完善业务保障类型，打造先进一流的航空货运区，支撑南 宁航空货运枢纽业态、业务、操作的高效落地和实施。
",normal,NA,否
DF1759,89,稳步推进货运基础设施建设。,heading,H4,是
DF1759,90,"近期重点完善南货运区设施 功能，以形成南北货运区协同发展的货运保障体系为目标，推 动建设北货运区国内航空转运中心、国际货站、国际监管库、 保税仓库等基础设施。远期以南、北、西货运区协同发展为目 标，完成南宁机场各货运区设施建设，全面提升南宁机场货运 设施保障能力。
",normal,NA,否
DF1759,91,"2.完善货运功能配套。
",heading,H3,是
DF1759,92,满足客户业务需求，补齐南宁机场设施短板。,heading,H4,是
DF1759,93,"加快空侧转 运中心项目建设，开展空侧国内一国际中转业务；进一步完善 边检、海关监管查验设施，满足边检、海关查验需求；探索设 立国际邮件互换局、国际快件监管中心；不断丰富机场指定监 管场地资质，满足客户业务保障需求。
",normal,NA,否
DF1759,94,完善货运保障配套工程，规划配置货机位、陆侧道路、空 侧道路、配套办公等设施。,heading,H4,是
DF1759,95,"尽快启动北货运区工程建设工作， 陆侧规划专用货运道路，空侧配置适量、优质的专用货机位, 优化空侧拖车道路，配齐配全边检、海关监管查验设施，以及必要的办公生活设施。未来根据货运发展需求规划和建设货运 专用跑道。
",normal,NA,否
DF1759,96,推进临空区保税物流、跨境电商等园区建设。,heading,H4,是
DF1759,97,"加快申请机 场保税物流中心（B型）资质，推进零公里空港产业园建设工 作。规划建设跨境电商分拨中心、订单履行中心、生鲜集散中 心等，完善临空区域的物流服务保障体系，提升保税物流、冷链物流、航空快件等货运服务的专业化水平。
",normal,NA,否
DF1759,118,"3.加快数字基建建设。
",heading,H3,是
DF1759,119,"统筹推进航空货运新型基础设施建设。加快建设信息基础 设施、通信网络基础设施、新技术基础设施（人工智能、云计 算、区块链）、算力基础设施（数据中心、智能计算中心）。 应用互联网、大数据、人工智能等技术，支撑传统基础设施转 型升级。
",normal,NA,否
DF1759,120,"（三）提升货源组织能力。
",heading,H2,是
DF1759,121,"围绕把南宁机场建设成为面向东盟的门户枢纽机场和国际 航空货运枢纽的任务目标，抓紧引入航空货运市场参与主体, 不断强化机场货源组织能力，实现机场货运可持续发展。
",normal,NA,否
DF1759,122,"1．丰富货运参与主体。
",heading,H3,是
DF1759,123,引育优质货运代理和大型电商物流企业。,heading,H4,是
DF1759,124,"积极争取引进全 球领先的航空货运代理企业，优化航空货运产品结构。借助中 国（南宁）跨境电子商务综合试验区货量补贴、租金优惠、通 关便利化等相关政策和优惠补贴，与电商物流企业开展合作， 打造稳定的中国一东盟跨境电商产业链。
",normal,NA,否
DF1759,125,"2.强化陆运集货网络。
",heading,H3,是
DF1759,126,构建高效的航空物流地面集散体系。,heading,H4,是
DF1759,127,"布局""通道+枢纽+网 络""的航空物流运作体系，延伸货站吸引能力；提升海外地面 配送能力，有效保障""最后一公里""安全可靠，拓展国际全链条""门到门""服务。强化机场货物集疏能力,打造生鲜集散中 心、跨境电商分拨中心、快件集散中心等。
",normal,NA,否
DF1759,128,延伸货运服务，探索异地货站模式。,heading,H4,是
DF1759,129,"前移南宁机场航空货 物运输服务至机场周边的其他城市及其高新技术开发区、自由 贸易区、东兴口岸、凭祥口岸等；探索与珠三角货源地联动， 设置异地货站或者卡车航班。多地联动实现异地货物分拨、舱 单管理、进出口申报、初筛放行和异常处理等一系列现场操作， 节省货物运输时间，降低运营成本，提高通关效率。
",normal,NA,否
DF1759,130,"3.探索开展多式联运。
",heading,H3,是
DF1759,131,借鉴先进经验，探索南宁机场开展多式联运。,heading,H4,是
DF1759,132,"加快探索陆 海空铁多种方式联动，重点整合运力资源，引入卡车航班在机 场运营，提高南宁机场连接我国其他枢纽机场的货物集疏能力， 实现货源地和区域枢纽机场之间的无缝链接；吸引物流整合商 开展枢纽运作，利用周边的铁路港、海港，加大陆海空衔接的 现代综合运输体系建设，提升货运中转和集疏能力，降低物流 运输成本，提高物流运输时效，实现软硬件协同发展。
",normal,NA,否
DF1759,138,"（四）智慧货运高效管理。
",heading,H2,是
DF1759,139,"多样化的客户服务需求、日益严格的监管要求对航空货运 的成本、效率、信息等多方面提出了更高的要求，航空货运智 慧化势在必行。
",normal,NA,否
DF1759,140,"1.推进智慧平台建设。
",heading,H3,是
DF1759,141,加快构建智慧航空物流综合服务平台。,heading,H4,是
DF1759,142,"推动口岸机场和航 空公司、空管及监管等单位数据互联共享，实现国际航空货运 的全球追踪、大数据流量管理、智能进离港排队、区域管制中 心联网等功能。充分利用物联网、云计算、区块链等新技术, 打造自主可控的国际航空货运网络。
",normal,NA,否
DF1759,143,统筹单据电子化和标准化建设。,heading,H4,是
DF1759,144,"推行多式联运""一单制""， 加快货物流通速度，降本增效。贯彻《国务院印发关于推进自 由贸易试验区贸易投资便利化改革创新若干措施的通知》（国 发〔2021］12号）的要求，实施多式联运""一单制""改革，进 一步明确多式联运电子运单的数据标准、交换规则及参与联运 各方（海关、铁路局、民航局等）的职责范围等。率先在国内 公铁联运使用标准化单证，逐步推广到内水陆上多式联运，做好与空运、海运运单的衔接，实现陆海空多式联运运单的统一。
",normal,NA,否
DF1759,145,"2.加强新兴技术应用
",heading,H3,是
DF1759,146,航空货运全流程定位追踪。,heading,H4,是
DF1759,147,"通过 RFID、条码等技术将货 物信息进行绑定，实现对货物信息的全流程追踪；通过物联网 技术实现设备信息可视化，对设备进行精准定位。
",normal,NA,否
DF1759,148,货物状态可视化。,heading,H4,是
DF1759,149,"通过物联网技术，将货物信息实时上传 至云端，对货物的状态进行实时监控，实现货运流程环节的可 视化和设备状态的可视化，实现智能化数字监管、设备调配、 流程管理。
",normal,NA,否
DF1759,150,"3.提升运营管理能力。
",heading,H3,是
DF1759,151,打造良好的航空货运社区。,heading,H4,是
DF1759,152,"贯彻""客货并举""发展策略， 重视航空货运的发展，紧密联合上下游其他参与主体共同协作, 全面提升航空货运服务水平，打造优质的""航空货运社区""。
",normal,NA,否
DF1759,153,引入资金和战投，增强经营实力。,heading,H4,是
DF1759,154,"引入具有货源优势、管 理经验和组织经验丰富、资金充沛的战略投资者，增强机场经 营实力。
",normal,NA,否
DF1759,155,"货运信息化发展任务
",normal,H3,是
DF1759,156,"全面提升南宁航空货运智慧化水平，实现服务平台化、流程数字化、设备自 动化、园区智能化。
",normal,NA,否
DF1759,157,"电子货运无纸化：以货运电子运单的推广和运用作为切入点，探索全流程单 据、信息的电子化，最终实现无纸化运营。
",normal,NA,否
DF1759,158,"打造综合服务平台：打造南宁航空货运综合服务平台，实现航空货运生态圈参 与方（航司、货站、海关、地方政府）信息互通、数据共享、流程透明。
",normal,NA,否
DF1759,159,"升级货站运营系统：研究现有货运系统的问题，在信息标准化、各方信息互 通、数据统计分析、调度和运营可视化等进行全面改善提升。
",normal,NA,否
DF1759,160,"全流程定位跟踪：实现航空货运操作中的人、货、设备、场所都获得数字身 份，从智慧定位、移动更新、智慧安检、无人驾驶、智慧调度等多个场景，打 造货运全流程数字化体系，实现航空货运全流程定位追踪、状态可视化。
",normal,NA,否
DF1759,161,"自动化作业设备：依托南宁机场公共货站二期项目，根据货站作业流程，设计 自动化解决方案，采购自动化作业设备，提高货站处理效率。
",normal,NA,否
DF1759,162,"打造智慧货运区：打造国内一流、智慧前沿的货运园区，增强智能化基础建 设，建设货运专用机房、专用私有云、集控中心等设施；实现园区内设施、设备、人员、车辆、能源的高效管理。
",normal,NA,否
DF1759,164,"（五）延伸产业丰富业态。
",heading,H2,是
