parent,id_a,id_b,label_a,label_b,jaccard,cosine,vectors_computable,heading_a,heading_b
L2_Nbec5a9c5,L3_N65606e29,L3_Nd290d812,强化陆运集货网络,探索开展多式联运,0.06666666666666667,0.8638812303543091,True,（三）提升货源组织能力。,（三）提升货源组织能力。
L2_Nbec5a9c5,L3_N65606e29,L3_N0362ceea,强化陆运集货网络,加快完善口岸功能,0.0,0.6756390333175659,True,（三）提升货源组织能力。,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N65606e29,L3_Ne7b47d1e,强化陆运集货网络,优化口岸营商环境,0.06666666666666667,0.6538730263710022,True,（三）提升货源组织能力。,（四）提升服务管理水平
L2_Nbec5a9c5,L3_Nd290d812,L3_N0362ceea,探索开展多式联运,加快完善口岸功能,0.0,0.7535378932952881,True,（三）提升货源组织能力。,（四）提升服务管理水平
L2_Nbec5a9c5,L3_Nd290d812,L3_Ne7b47d1e,探索开展多式联运,优化口岸营商环境,0.0,0.7300928235054016,True,（三）提升货源组织能力。,（四）提升服务管理水平
L2_Nbec5a9c5,L3_N0362ceea,L3_Ne7b47d1e,加快完善口岸功能,优化口岸营商环境,0.14285714285714285,0.9183193445205688,True,（四）提升服务管理水平,（四）提升服务管理水平
L3_N18ada171,L4_N550ed6ca,L4_Nb6b0ce83,推进跨境电商产业园区建设,加快建设跨境电商产业集群,0.5,0.9597207903862,True,六、大力开拓航空物流新兴业态 > （二）积极推进跨境电商发展,六、大力开拓航空物流新兴业态 > （二）积极推进跨境电商发展
L3_N18ada171,L4_N550ed6ca,L4_N5e94e625,推进跨境电商产业园区建设,推动跨境电商企业数字化转型,0.3157894736842105,0.9541736841201782,True,六、大力开拓航空物流新兴业态 > （二）积极推进跨境电商发展,六、大力开拓航空物流新兴业态 > （二）积极推进跨境电商发展
L3_N18ada171,L4_Nb6b0ce83,L4_N5e94e625,加快建设跨境电商产业集群,推动跨境电商企业数字化转型,0.25,0.9478225708007812,True,六、大力开拓航空物流新兴业态 > （二）积极推进跨境电商发展,六、大力开拓航空物流新兴业态 > （二）积极推进跨境电商发展
L3_Nd290d812,L4_N3ac13c17,L4_Na35280bb,探索异地货站模式,构建多式联运物流网络,0.058823529411764705,0.7461385130882263,True,（三）提升货源组织能力。 > 2.强化陆运集货网络。,二、重点工作任务 > （三）加强市场推介和招商，大力拓展货源
L1_N6749bde4,L2_N9e86e873,L2_Nbde783bd,提升空港口岸作业效率,优化航空口岸服务环境,0.17647058823529413,0.697901725769043,True,,
L1_N6749bde4,L2_N9e86e873,L2_N0109e16a,提升空港口岸作业效率,优化拓展航空口岸服务功能,0.15789473684210525,0.6559534668922424,True,,
L1_N6749bde4,L2_N9e86e873,L2_N227589e0,提升空港口岸作业效率,提升口岸服务效能,0.38461538461538464,0.6696411371231079,True,,
L1_N6749bde4,L2_Nbde783bd,L2_N0109e16a,优化航空口岸服务环境,优化拓展航空口岸服务功能,0.5714285714285714,0.8567988872528076,True,,
L1_N6749bde4,L2_Nbde783bd,L2_N227589e0,优化航空口岸服务环境,提升口岸服务效能,0.2857142857142857,0.7836903929710388,True,,
L1_N6749bde4,L2_N0109e16a,L2_N227589e0,优化拓展航空口岸服务功能,提升口岸服务效能,0.3333333333333333,0.7413290143013,True,,
L2_Nbde783bd,L3_N792037db,L3_N7e9ff5f6,优化简化货物安检流程,提升航空口岸便利化水平,0.05263157894736842,0.7614383697509766,True,（五）营造宜商宜业环境,二、重点工作任务
L2_N0109e16a,L3_N8283673b,L3_N53ff6178,丰富航空口岸功能,提高口岸通关便利化水平,0.11764705882352941,0.8102090954780579,True,（二）优化航空口岸服务环境,七、优化拓展天津航空口岸服务功能
L2_N0109e16a,L3_N8283673b,L3_N4b540045,丰富航空口岸功能,加快大通关基地建设运营,0.0,0.7737630605697632,True,（二）优化航空口岸服务环境,七、优化拓展天津航空口岸服务功能
L2_N0109e16a,L3_N8283673b,L3_N687ce4fc,丰富航空口岸功能,推动口岸和综合保税区功能融合,0.25,0.809829831123352,True,（二）优化航空口岸服务环境,
L2_N0109e16a,L3_N53ff6178,L3_N4b540045,提高口岸通关便利化水平,加快大通关基地建设运营,0.1,0.9300639629364014,True,七、优化拓展天津航空口岸服务功能,七、优化拓展天津航空口岸服务功能
L2_N0109e16a,L3_N53ff6178,L3_N687ce4fc,提高口岸通关便利化水平,推动口岸和综合保税区功能融合,0.09523809523809523,0.9261071085929871,True,七、优化拓展天津航空口岸服务功能,
L2_N0109e16a,L3_N4b540045,L3_N687ce4fc,加快大通关基地建设运营,推动口岸和综合保税区功能融合,0.0,0.8991559147834778,True,七、优化拓展天津航空口岸服务功能,
L3_N4b540045,L4_N8648b9f1,L4_N5edfd835,突破传统监管模式,实行一站式通关作业模式,0.125,0.930583655834198,True,七、优化拓展天津航空口岸服务功能 > （二）加快大通关基地建设运营,七、优化拓展天津航空口岸服务功能 > （二）加快大通关基地建设运营
L3_N4b540045,L4_N8648b9f1,L4_Nfb48b97b,突破传统监管模式,强化大通关基地与自贸试验区机场片区联动发展,0.0,0.910315752029419,True,七、优化拓展天津航空口岸服务功能 > （二）加快大通关基地建设运营,七、优化拓展天津航空口岸服务功能 > （二）加快大通关基地建设运营
L3_N4b540045,L4_N5edfd835,L4_Nfb48b97b,实行一站式通关作业模式,强化大通关基地与自贸试验区机场片区联动发展,0.07407407407407407,0.9003023505210876,True,七、优化拓展天津航空口岸服务功能 > （二）加快大通关基地建设运营,七、优化拓展天津航空口岸服务功能 > （二）加快大通关基地建设运营
L2_N227589e0,L3_N42402ab1,L3_Nce212504,提升口岸通关便利化水平,提升口岸通关便利化,0.8181818181818182,0.9511855244636536,True,（五）营造宜商宜业环境,（二）优化航空口岸服务环境
L1_N8e29a85d,L2_N649ec6c7,L2_Na5b73aaf,做好货物运输保障,推动区港联动发展,0.0,0.47990113496780396,True,,
L1_N8e29a85d,L2_N649ec6c7,L2_Nd825449f,做好货物运输保障,延伸产业丰富业态,0.0,0.32273897528648376,True,,
L1_N8e29a85d,L2_Na5b73aaf,L2_Nd825449f,推动区港联动发展,延伸产业丰富业态,0.0,0.4045732319355011,True,,
L2_Na5b73aaf,L3_Nea04744e,L3_N724f0a0b,加强国际机场与周边区域联动,加强与重点产业园区对接,0.15789473684210525,0.8475844264030457,True,（六）推动区港联动发展,（六）推动区港联动发展
L2_Na5b73aaf,L3_Nea04744e,L3_N2c29b561,加强国际机场与周边区域联动,促进航空货运相关产业发展,0.0,0.8592854738235474,True,（六）推动区港联动发展,（六）推动区港联动发展
L2_Na5b73aaf,L3_Nea04744e,L3_Nc3d125b3,加强国际机场与周边区域联动,加强港区高效联动,0.3333333333333333,0.7985684871673584,True,（六）推动区港联动发展,（五）延伸产业丰富业态。
L2_Na5b73aaf,L3_N724f0a0b,L3_N2c29b561,加强与重点产业园区对接,促进航空货运相关产业发展,0.1,0.8655104637145996,True,（六）推动区港联动发展,（六）推动区港联动发展
L2_Na5b73aaf,L3_N724f0a0b,L3_Nc3d125b3,加强与重点产业园区对接,加强港区高效联动,0.2,0.8610506653785706,True,（六）推动区港联动发展,（五）延伸产业丰富业态。
L2_Na5b73aaf,L3_N2c29b561,L3_Nc3d125b3,促进航空货运相关产业发展,加强港区高效联动,0.0,0.7685429453849792,True,（六）推动区港联动发展,（五）延伸产业丰富业态。
L2_Nd825449f,L3_N97559905,L3_Nd93e3e25,延伸航空物流链条,发展临空经济等业态,0.06666666666666667,0.5922421216964722,True,（五）延伸产业丰富业态。,二、重点工作任务
L3_Nd93e3e25,L4_N40dd5439,L4_Nc28ba84f,建立健全中转物流链,支持飞机维修产业加快发展,0.0,0.8880376815795898,True,,二、重点工作任务 > （五）发展临空经济等业态
L1_N05f93386,L2_Ne1879105,L2_Nfdcfd3c4,提升枢纽智慧化水平,智慧货运高效管理,0.13333333333333333,0.5134331583976746,True,,
L2_Nfdcfd3c4,L3_N09522c48,L3_Nfc162f8c,推进智慧平台建设,加强新兴技术应用,0.0,0.8857023119926453,True,（四）智慧货运高效管理。,（四）智慧货运高效管理。
L2_Nfdcfd3c4,L3_N09522c48,L3_N70eeee1d,推进智慧平台建设,提升运营管理能力,0.0,0.8664568066596985,True,（四）智慧货运高效管理。,（四）智慧货运高效管理。
L2_Nfdcfd3c4,L3_N09522c48,L3_Ne42076c0,推进智慧平台建设,货运信息化发展,0.0,0.8830339312553406,True,（四）智慧货运高效管理。,（四）智慧货运高效管理。
L2_Nfdcfd3c4,L3_Nfc162f8c,L3_N70eeee1d,加强新兴技术应用,提升运营管理能力,0.0,0.8631970882415771,True,（四）智慧货运高效管理。,（四）智慧货运高效管理。
L2_Nfdcfd3c4,L3_Nfc162f8c,L3_Ne42076c0,加强新兴技术应用,货运信息化发展,0.0,0.8869901895523071,True,（四）智慧货运高效管理。,（四）智慧货运高效管理。
L2_Nfdcfd3c4,L3_N70eeee1d,L3_Ne42076c0,提升运营管理能力,货运信息化发展,0.07142857142857142,0.8730179071426392,True,（四）智慧货运高效管理。,（四）智慧货运高效管理。
L3_N09522c48,L4_N96f6c2a8,L4_Ne55e384d,构建智慧航空物流综合服务平台,统筹单据电子化和标准化建设,0.041666666666666664,0.8356022238731384,True,（四）智慧货运高效管理。 > 1.推进智慧平台建设。,（四）智慧货运高效管理。 > 1.推进智慧平台建设。
L3_Ne42076c0,L4_N6e9da33c,L4_Nea0a385e,航空货运全流程定位追踪,货物状态可视化,0.058823529411764705,0.8705192804336548,True,（四）智慧货运高效管理。 > 2.加强新兴技术应用,（四）智慧货运高效管理。 > 2.加强新兴技术应用
L3_Ne42076c0,L4_N6e9da33c,L4_N6b11fc79,航空货运全流程定位追踪,打造航空货运社区,0.26666666666666666,0.8565866947174072,True,（四）智慧货运高效管理。 > 2.加强新兴技术应用,（四）智慧货运高效管理。 > 3.提升运营管理能力。
L3_Ne42076c0,L4_Nea0a385e,L4_N6b11fc79,货物状态可视化,打造航空货运社区,0.07142857142857142,0.8238927721977234,True,（四）智慧货运高效管理。 > 2.加强新兴技术应用,（四）智慧货运高效管理。 > 3.提升运营管理能力。
L1_Nb2e2f536,L2_Na75f0b05,L2_Nc8ab6162,提升枢纽绿色化水平,提高智慧韧性水平,0.21428571428571427,0.44646984338760376,True,,
L2_Nc8ab6162,L3_N1b187997,L3_Nbf5cb6ef,提升航空货运智慧化水平,提升航空货运安全韧性水平,0.5333333333333333,0.9407474994659424,True,（七）提高智慧韧性水平,（七）提高智慧韧性水平
